,TIME,METROREG,employed_persons,gdp,population,latitude,longitude
19,2000,Bruxelles / Brussel,1075.0,77281.0,2129716.0,50.8465573,4.351697
20,2001,Bruxelles / Brussel,1100.0,81082.0,2138898.0,50.8465573,4.351697
21,2002,Bruxelles / Brussel,1089.0,83710.0,2159154.0,50.8465573,4.351697
22,2003,Bruxelles / Brussel,1088.4,85529.56,2178354.0,50.8465573,4.351697
23,2004,Bruxelles / Brussel,1093.9,90776.48,2192352.0,50.8465573,4.351697
24,2005,Bruxelles / Brussel,1111.2,95022.79,2207136.0,50.8465573,4.351697
25,2006,Bruxelles / Brussel,1111.0,98844.44,2226958.0,50.8465573,4.351697
26,2007,Bruxelles / Brussel,1134.1,104251.32,2249356.0,50.8465573,4.351697
27,2008,Bruxelles / Brussel,1157.0,106676.81,2275888.0,50.8465573,4.351697
28,2009,Bruxelles / Brussel,1160.1,107444.68,2304386.0,50.8465573,4.351697
29,2010,Bruxelles / Brussel,1163.0,112911.66,2336052.0,50.8465573,4.351697
30,2011,Bruxelles / Brussel,1182.5,115399.11,2397749.0,50.8465573,4.351697
31,2012,Bruxelles / Brussel,1188.7,119414.83,2422109.0,50.8465573,4.351697
32,2013,Bruxelles / Brussel,1187.3,121475.81,2445115.0,50.8465573,4.351697
33,2014,Bruxelles / Brussel,1194.2,124792.72,2460238.0,50.8465573,4.351697
34,2015,Bruxelles / Brussel,1199.4,129779.0,2480484.0,50.8465573,4.351697
35,2016,Bruxelles / Brussel,1212.0,134293.37,2507610.0,50.8465573,4.351697
36,2017,Bruxelles / Brussel,1228.4,137974.75,2513849.0,50.8465573,4.351697
37,2018,Bruxelles / Brussel,1241.2,141689.31,2528996.0,50.8465573,4.351697
38,2000,Antwerpen,421.0,29660.0,932103.0,51.2211097,4.3997081
39,2001,Antwerpen,423.0,30095.0,931567.0,51.2211097,4.3997081
40,2002,Antwerpen,425.0,31205.0,935381.0,51.2211097,4.3997081
41,2003,Antwerpen,422.6,31852.14,940681.0,51.2211097,4.3997081
42,2004,Antwerpen,428.7,34048.6,944921.0,51.2211097,4.3997081
43,2005,Antwerpen,434.9,36451.86,948858.0,51.2211097,4.3997081
44,2006,Antwerpen,441.4,37858.64,954680.0,51.2211097,4.3997081
45,2007,Antwerpen,447.5,39919.68,961131.0,51.2211097,4.3997081
46,2008,Antwerpen,455.3,41129.6,969563.0,51.2211097,4.3997081
47,2009,Antwerpen,456.4,38499.78,977612.0,51.2211097,4.3997081
48,2010,Antwerpen,459.3,40746.51,985332.0,51.2211097,4.3997081
49,2011,Antwerpen,463.7,42455.13,1005002.0,51.2211097,4.3997081
50,2012,Antwerpen,464.9,43774.33,1014016.0,51.2211097,4.3997081
51,2013,Antwerpen,463.5,44090.79,1020901.0,51.2211097,4.3997081
52,2014,Antwerpen,462.6,45100.91,1024987.0,51.2211097,4.3997081
53,2015,Antwerpen,466.5,47277.0,1030055.0,51.2211097,4.3997081
54,2016,Antwerpen,471.6,48646.35,1036031.0,51.2211097,4.3997081
55,2017,Antwerpen,480.1,50478.13,1041811.0,51.2211097,4.3997081
56,2018,Antwerpen,487.1,52137.95,1047030.0,51.2211097,4.3997081
57,2000,Gent,251.0,14938.0,574852.0,51.0538286,3.7250121
58,2001,Gent,253.0,15249.0,576036.0,51.0538286,3.7250121
59,2002,Gent,256.0,15965.0,577988.0,51.0538286,3.7250121
60,2003,Gent,257.6,16451.6,580168.0,51.0538286,3.7250121
61,2004,Gent,260.8,17878.26,581956.0,51.0538286,3.7250121
62,2005,Gent,264.7,18460.66,584938.0,51.0538286,3.7250121
63,2006,Gent,269.9,19473.27,589258.0,51.0538286,3.7250121
64,2007,Gent,275.1,20741.89,592954.0,51.0538286,3.7250121
65,2008,Gent,281.3,21082.8,597473.0,51.0538286,3.7250121
66,2009,Gent,282.8,21086.23,603218.0,51.0538286,3.7250121
67,2010,Gent,285.8,22304.07,609169.0,51.0538286,3.7250121
68,2011,Gent,290.6,23095.66,617160.0,51.0538286,3.7250121
69,2012,Gent,291.7,23685.15,619928.0,51.0538286,3.7250121
70,2013,Gent,293.3,24440.11,622037.0,51.0538286,3.7250121
71,2014,Gent,297.2,25165.8,625402.0,51.0538286,3.7250121
72,2015,Gent,303.3,26373.0,629182.0,51.0538286,3.7250121
73,2016,Gent,308.9,27470.15,634725.0,51.0538286,3.7250121
74,2017,Gent,316.7,28830.02,638941.0,51.0538286,3.7250121
75,2018,Gent,323.3,29916.27,641782.0,51.0538286,3.7250121
95,2000,Liège,230.0,12561.0,653876.0,50.6451381,5.5734203
96,2001,Liège,229.0,12737.0,653165.0,50.6451381,5.5734203
97,2002,Liège,230.0,13013.0,655106.0,50.6451381,5.5734203
98,2003,Liège,227.8,13422.93,655203.0,50.6451381,5.5734203
99,2004,Liège,233.3,14265.33,657530.0,50.6451381,5.5734203
100,2005,Liège,235.8,14961.68,659637.0,50.6451381,5.5734203
101,2006,Liège,237.8,15733.92,663239.0,50.6451381,5.5734203
102,2007,Liège,240.0,16449.34,667685.0,50.6451381,5.5734203
103,2008,Liège,244.7,17050.4,671383.0,50.6451381,5.5734203
104,2009,Liège,244.6,16696.55,675100.0,50.6451381,5.5734203
105,2010,Liège,247.3,17274.92,679650.0,50.6451381,5.5734203
106,2011,Liège,249.0,17876.78,689047.0,50.6451381,5.5734203
107,2012,Liège,249.2,18172.68,692988.0,50.6451381,5.5734203
108,2013,Liège,247.9,18432.76,697056.0,50.6451381,5.5734203
109,2014,Liège,248.4,18915.03,698644.0,50.6451381,5.5734203
110,2015,Liège,250.3,19236.0,700719.0,50.6451381,5.5734203
111,2016,Liège,253.2,19774.07,703456.0,50.6451381,5.5734203
112,2017,Liège,258.4,20735.05,705461.0,50.6451381,5.5734203
113,2018,Liège,261.6,21195.7,707191.0,50.6451381,5.5734203
152,2000,Sofia,757.87,4344.92,1627003.0,-15.2538402,48.2562163
153,2001,Sofia,791.88,5084.92,1630219.0,-15.2538402,48.2562163
154,2002,Sofia,796.61,5906.14,1608514.0,-15.2538402,48.2562163
155,2003,Sofia,795.64,6394.5,1619797.0,-15.2538402,48.2562163
156,2004,Sofia,802.33,7370.89,1629662.0,-15.2538402,48.2562163
157,2005,Sofia,881.23,8614.34,1637554.0,-15.2538402,48.2562163
158,2006,Sofia,956.91,10632.65,1644367.0,-15.2538402,48.2562163
159,2007,Sofia,1013.55,13353.15,1650277.0,-15.2538402,48.2562163
160,2008,Sofia,1072.04,15668.5,1655619.0,-15.2538402,48.2562163
161,2009,Sofia,1069.74,16082.16,1661603.0,-15.2538402,48.2562163
162,2010,Sofia,1055.49,16808.03,1667989.0,-15.2538402,48.2562163
163,2011,Sofia,1041.46,18288.33,1673116.0,-15.2538402,48.2562163
164,2012,Sofia,1006.0,18318.09,1674218.0,-15.2538402,48.2562163
165,2013,Sofia,1005.0,18224.64,1675810.0,-15.2538402,48.2562163
166,2014,Sofia,1018.0,18582.78,1679207.0,-15.2538402,48.2562163
167,2015,Sofia,1025.0,20248.57,1681666.0,-15.2538402,48.2562163
168,2016,Sofia,1055.0,21549.08,1682340.0,-15.2538402,48.2562163
169,2017,Sofia,1084.0,23236.58,1681592.0,-15.2538402,48.2562163
170,2018,Sofia,1135.0357520851157,24633.89071864944,1679413.0,-15.2538402,48.2562163
171,2000,Plovdiv,276.4,1061.7,729447.0,42.1418541,24.7499297
172,2001,Plovdiv,276.19,1201.54,728246.0,42.1418541,24.7499297
173,2002,Plovdiv,288.27,1275.22,711933.0,42.1418541,24.7499297
174,2003,Plovdiv,302.97,1418.2,707748.0,42.1418541,24.7499297
175,2004,Plovdiv,302.07,1616.06,703830.0,42.1418541,24.7499297
176,2005,Plovdiv,322.19,1875.88,700627.0,42.1418541,24.7499297
177,2006,Plovdiv,329.12,2058.74,697194.0,42.1418541,24.7499297
178,2007,Plovdiv,335.29,2364.99,693734.0,42.1418541,24.7499297
179,2008,Plovdiv,353.31,2575.24,690683.0,42.1418541,24.7499297
180,2009,Plovdiv,347.62,2816.17,687879.0,42.1418541,24.7499297
181,2010,Plovdiv,335.59,2826.62,685860.0,42.1418541,24.7499297
182,2011,Plovdiv,325.22,3099.33,683298.0,42.1418541,24.7499297
183,2012,Plovdiv,319.0,3171.24,680884.0,42.1418541,24.7499297
184,2013,Plovdiv,313.0,3237.85,678860.0,42.1418541,24.7499297
185,2014,Plovdiv,314.0,3184.92,678197.0,42.1418541,24.7499297
186,2015,Plovdiv,315.0,3513.01,675586.0,42.1418541,24.7499297
187,2016,Plovdiv,322.0,3871.12,673283.0,42.1418541,24.7499297
188,2017,Plovdiv,344.0,4165.95,671573.0,42.1418541,24.7499297
189,2018,Plovdiv,340.95372549089836,4203.185882452953,669796.0,42.1418541,24.7499297
266,2000,Praha,1270.0,22431.81,2298209.0,50.0874654,14.4212535
267,2001,Praha,1272.0,25604.46,2292067.0,50.0874654,14.4212535
268,2002,Praha,1298.0,29906.06,2281771.0,50.0874654,14.4212535
269,2003,Praha,1290.0,30578.25,2286046.0,50.0874654,14.4212535
270,2004,Praha,1295.0,33402.7,2294428.0,50.0874654,14.4212535
271,2005,Praha,1326.0,38236.08,2305259.0,50.0874654,14.4212535
272,2006,Praha,1379.0,43832.1,2327773.0,50.0874654,14.4212535
273,2007,Praha,1401.0,49828.54,2348897.0,50.0874654,14.4212535
274,2008,Praha,1473.0,58911.0,2397045.0,50.0874654,14.4212535
275,2009,Praha,1484.0,53868.96,2444705.0,50.0874654,14.4212535
276,2010,Praha,1462.0,56895.67,2475262.0,50.0874654,14.4212535
277,2011,Praha,1451.0,58754.65,2499023.0,50.0874654,14.4212535
278,2012,Praha,1474.0,57811.49,2521009.0,50.0874654,14.4212535
279,2013,Praha,1472.0,56337.66,2538596.0,50.0874654,14.4212535
280,2014,Praha,1451.0,55816.83,2545537.0,50.0874654,14.4212535
281,2015,Praha,1475.0,61471.15,2574378.0,50.0874654,14.4212535
282,2016,Praha,1490.0,65041.21,2594325.0,50.0874654,14.4212535
283,2017,Praha,1536.0,71535.21,2619490.0,50.0874654,14.4212535
284,2018,Praha,1553.0196071021066,73333.22791605872,2647308.0,50.0874654,14.4212535
285,2000,Brno,536.0,6702.23,1121120.2087500114,49.1922443,16.6113382
286,2001,Brno,524.0,7565.92,1135045.0,49.1922443,16.6113382
287,2002,Brno,517.0,8706.34,1132200.0,49.1922443,16.6113382
288,2003,Brno,523.0,8891.39,1130156.0,49.1922443,16.6113382
289,2004,Brno,519.0,9567.43,1131603.0,49.1922443,16.6113382
290,2005,Brno,530.0,10826.0,1132975.0,49.1922443,16.6113382
291,2006,Brno,533.0,12242.75,1133821.0,49.1922443,16.6113382
292,2007,Brno,550.0,13821.6,1136827.0,49.1922443,16.6113382
293,2008,Brno,566.0,16556.03,1145726.0,49.1922443,16.6113382
294,2009,Brno,553.0,15278.68,1153392.0,49.1922443,16.6113382
295,2010,Brno,555.0,16140.34,1159205.0,49.1922443,16.6113382
296,2011,Brno,554.0,17147.32,1163627.0,49.1922443,16.6113382
297,2012,Brno,563.0,17270.43,1166313.0,49.1922443,16.6113382
298,2013,Brno,573.0,17433.82,1168650.0,49.1922443,16.6113382
299,2014,Brno,576.0,17195.99,1170078.0,49.1922443,16.6113382
300,2015,Brno,591.0,18408.84,1172853.0,49.1922443,16.6113382
301,2016,Brno,595.0,18956.98,1175025.0,49.1922443,16.6113382
302,2017,Brno,597.0,20184.37,1178812.0,49.1922443,16.6113382
303,2018,Brno,596.888888890149,21536.623170468465,1183207.0,49.1922443,16.6113382
304,2000,Ostrava,525.0,6412.38,1281410.0,49.8349139,18.2820084
305,2001,Ostrava,522.0,7228.81,1265283.0,49.8349139,18.2820084
306,2002,Ostrava,532.0,8281.5,1260534.0,49.8349139,18.2820084
307,2003,Ostrava,517.0,8347.44,1256298.0,49.8349139,18.2820084
308,2004,Ostrava,512.0,9543.18,1252953.0,49.8349139,18.2820084
309,2005,Ostrava,529.0,11248.93,1249280.0,49.8349139,18.2820084
310,2006,Ostrava,527.0,12379.04,1245765.0,49.8349139,18.2820084
311,2007,Ostrava,543.0,13820.92,1243309.0,49.8349139,18.2820084
312,2008,Ostrava,553.0,16180.73,1243044.0,49.8349139,18.2820084
313,2009,Ostrava,539.0,14367.97,1242634.0,49.8349139,18.2820084
314,2010,Ostrava,529.0,15376.32,1239176.0,49.8349139,18.2820084
315,2011,Ostrava,528.0,16509.92,1234705.0,49.8349139,18.2820084
316,2012,Ostrava,534.0,16252.71,1230613.0,49.8349139,18.2820084
317,2013,Ostrava,534.0,15291.04,1226602.0,49.8349139,18.2820084
318,2014,Ostrava,540.0,15246.48,1221832.0,49.8349139,18.2820084
319,2015,Ostrava,541.0,16127.18,1217676.0,49.8349139,18.2820084
320,2016,Ostrava,557.0,16788.48,1213311.0,49.8349139,18.2820084
321,2017,Ostrava,569.0,18016.66,1209879.0,49.8349139,18.2820084
322,2018,Ostrava,552.9477124194652,19354.84681429409,1205886.0,49.8349139,18.2820084
323,2000,Plzen,270.0,3368.13,543702.2877235018,49.7477415,13.3775249
324,2001,Plzen,270.0,3812.7,550804.0,49.7477415,13.3775249
325,2002,Plzen,272.0,4377.89,549492.0,49.7477415,13.3775249
326,2003,Plzen,265.0,4480.74,549143.0,49.7477415,13.3775249
327,2004,Plzen,271.0,5012.84,549769.0,49.7477415,13.3775249
328,2005,Plzen,281.0,5548.62,549155.0,49.7477415,13.3775249
329,2006,Plzen,279.0,6413.49,550931.0,49.7477415,13.3775249
330,2007,Plzen,280.0,6863.51,553820.0,49.7477415,13.3775249
331,2008,Plzen,284.0,7595.54,560286.0,49.7477415,13.3775249
332,2009,Plzen,279.0,7326.91,568798.0,49.7477415,13.3775249
333,2010,Plzen,279.0,7856.38,571020.0,49.7477415,13.3775249
334,2011,Plzen,278.0,8239.39,571256.0,49.7477415,13.3775249
335,2012,Plzen,278.0,7891.52,571709.0,49.7477415,13.3775249
336,2013,Plzen,280.0,8011.5,572687.0,49.7477415,13.3775249
337,2014,Plzen,274.0,8098.74,573469.0,49.7477415,13.3775249
338,2015,Plzen,280.0,8549.95,575123.0,49.7477415,13.3775249
339,2016,Plzen,280.0,9012.92,576616.0,49.7477415,13.3775249
340,2017,Plzen,281.0,9694.83,578629.0,49.7477415,13.3775249
341,2018,Plzen,282.47712418358117,10068.968271493413,580816.0,49.7477415,13.3775249
380,2000,København,1005.0,69552.0,1681650.3498541582,55.6867243,12.5700724
381,2001,København,1022.0,72234.64,1700954.3218659821,55.6867243,12.5700724
382,2002,København,1019.0,73196.58,1720258.293877806,55.6867243,12.5700724
383,2003,København,1014.0,75221.58,1739562.26588963,55.6867243,12.5700724
384,2004,København,1014.0,79863.47,1758866.2379014539,55.6867243,12.5700724
385,2005,København,1040.0,85475.8,1778170.2099132775,55.6867243,12.5700724
386,2006,København,1058.0,87191.06,1797474.1819251014,55.6867243,12.5700724
387,2007,København,1077.0,89941.8,1825814.0,55.6867243,12.5700724
388,2008,København,1088.0,93543.67,1835371.0,55.6867243,12.5700724
389,2009,København,1069.0,91974.31,1853231.0,55.6867243,12.5700724
390,2010,København,1050.0,99536.99,1872590.0,55.6867243,12.5700724
391,2011,København,1060.0,99491.83,1893010.0,55.6867243,12.5700724
392,2012,København,1058.0,103492.48,1909612.0,55.6867243,12.5700724
393,2013,København,1067.0,106985.59,1928612.0,55.6867243,12.5700724
394,2014,København,1079.0,111888.91,1948116.0,55.6867243,12.5700724
395,2015,København,1104.0,117954.49,1970076.0,55.6867243,12.5700724
396,2016,København,1129.0,121457.88,1994025.0,55.6867243,12.5700724
397,2017,København,1149.0,125602.6,2014225.0,55.6867243,12.5700724
398,2018,København,1171.0,129534.88,2030718.0,55.6867243,12.5700724
399,2000,Århus,390.0,23057.81,757713.43471893,56.1496278,10.2134046
400,2001,Århus,390.0,24137.01,764547.0466080823,56.1496278,10.2134046
401,2002,Århus,398.0,25263.39,771380.6584972346,56.1496278,10.2134046
402,2003,Århus,397.0,25502.19,778214.2703863868,56.1496278,10.2134046
403,2004,Århus,396.0,26379.34,785047.8822755391,56.1496278,10.2134046
404,2005,Århus,407.0,27320.05,791881.4941646913,56.1496278,10.2134046
405,2006,Århus,416.0,29638.41,798715.1060538436,56.1496278,10.2134046
406,2007,Århus,429.0,30654.85,804878.0,56.1496278,10.2134046
407,2008,Århus,431.0,31941.03,812373.0,56.1496278,10.2134046
408,2009,Århus,414.0,31595.56,820558.0,56.1496278,10.2134046
409,2010,Århus,409.0,31920.75,826923.0,56.1496278,10.2134046
410,2011,Århus,408.0,32889.06,834113.0,56.1496278,10.2134046
411,2012,Århus,407.0,33488.16,839710.0,56.1496278,10.2134046
412,2013,Århus,406.0,33772.12,845971.0,56.1496278,10.2134046
413,2014,Århus,409.0,34552.85,851769.0,56.1496278,10.2134046
414,2015,Århus,416.0,35429.03,857030.0,56.1496278,10.2134046
415,2016,Århus,425.0,38214.29,865830.0,56.1496278,10.2134046
416,2017,Århus,438.0,39862.69,875084.0,56.1496278,10.2134046
417,2018,Århus,445.0,40991.02,883364.0,56.1496278,10.2134046
437,2000,Aalborg,282.0,16647.04,570259.9935747558,57.0462626,9.9215263
438,2001,Aalborg,284.0,17177.01,571184.0074221087,57.0462626,9.9215263
439,2002,Aalborg,284.0,18143.83,572108.0212694616,57.0462626,9.9215263
440,2003,Aalborg,279.0,18456.3,573032.0351168144,57.0462626,9.9215263
441,2004,Aalborg,276.0,18511.92,573956.0489641674,57.0462626,9.9215263
442,2005,Aalborg,275.0,18973.06,574880.0628115202,57.0462626,9.9215263
443,2006,Aalborg,280.0,20513.16,575804.0766588731,57.0462626,9.9215263
444,2007,Aalborg,293.0,21431.48,576972.0,57.0462626,9.9215263
445,2008,Aalborg,293.0,21888.78,578839.0,57.0462626,9.9215263
446,2009,Aalborg,281.0,21130.47,580515.0,57.0462626,9.9215263
447,2010,Aalborg,276.0,21366.13,579628.0,57.0462626,9.9215263
448,2011,Aalborg,276.0,21628.15,579829.0,57.0462626,9.9215263
449,2012,Aalborg,275.0,22342.4,579996.0,57.0462626,9.9215263
450,2013,Aalborg,272.0,22603.35,580272.0,57.0462626,9.9215263
451,2014,Aalborg,274.0,22880.11,581057.0,57.0462626,9.9215263
452,2015,Aalborg,275.0,23613.64,582632.0,57.0462626,9.9215263
453,2016,Aalborg,279.0,24388.31,585499.0,57.0462626,9.9215263
454,2017,Aalborg,281.0,25361.27,587335.0,57.0462626,9.9215263
455,2018,Aalborg,285.0,26104.29,589148.0,57.0462626,9.9215263
494,2000,Berlin,2254.0,111904.0,4921641.0,52.5170365,13.3888599
495,2001,Berlin,2221.0,113545.0,4934636.0,52.5170365,13.3888599
496,2002,Berlin,2183.0,113864.0,4951343.0,52.5170365,13.3888599
497,2003,Berlin,2153.0,113648.0,4961910.0,52.5170365,13.3888599
498,2004,Berlin,2167.0,114842.0,4965235.0,52.5170365,13.3888599
499,2005,Berlin,2168.0,116979.0,4971331.0,52.5170365,13.3888599
500,2006,Berlin,2198.0,121623.0,4984834.0,52.5170365,13.3888599
501,2007,Berlin,2248.0,126933.0,4996272.0,52.5170365,13.3888599
502,2008,Berlin,2291.0,132281.0,5010185.0,52.5170365,13.3888599
503,2009,Berlin,2328.0,131507.0,5025272.0,52.5170365,13.3888599
504,2010,Berlin,2351.0,136657.0,5036223.0,52.5170365,13.3888599
505,2011,Berlin,2370.0,143183.0,4849278.0,52.5170365,13.3888599
506,2012,Berlin,2413.0,145889.0,4898150.0,52.5170365,13.3888599
507,2013,Berlin,2449.0,150053.0,4951687.0,52.5170365,13.3888599
508,2014,Berlin,2486.0,158116.0,5005216.0,52.5170365,13.3888599
509,2015,Berlin,2528.0,166257.0,5066361.0,52.5170365,13.3888599
510,2016,Berlin,2591.0,176282.0,5143049.0,52.5170365,13.3888599
511,2017,Berlin,2660.0,184145.0,5207915.0,52.5170365,13.3888599
512,2018,Berlin,2592.0915034071777,175704.78434747836,5259363.0,52.5170365,13.3888599
513,2000,Hamburg,1592.0,106324.0,3056199.0,53.550341,10.000654
514,2001,Hamburg,1601.0,111376.0,3079032.0,53.550341,10.000654
515,2002,Hamburg,1593.0,112416.0,3102767.0,53.550341,10.000654
516,2003,Hamburg,1579.0,112824.0,3114842.0,53.550341,10.000654
517,2004,Hamburg,1587.0,115712.0,3127008.0,53.550341,10.000654
518,2005,Hamburg,1596.0,118694.0,3134620.0,53.550341,10.000654
519,2006,Hamburg,1611.0,121293.0,3149377.0,53.550341,10.000654
520,2007,Hamburg,1647.0,125084.0,3164346.0,53.550341,10.000654
521,2008,Hamburg,1681.0,128296.0,3184610.0,53.550341,10.000654
522,2009,Hamburg,1701.0,123952.0,3187338.0,53.550341,10.000654
523,2010,Hamburg,1711.0,127276.0,3192336.0,53.550341,10.000654
524,2011,Hamburg,1737.0,130373.0,3112650.0,53.550341,10.000654
525,2012,Hamburg,1762.0,133523.0,3130182.0,53.550341,10.000654
526,2013,Hamburg,1788.0,138419.0,3152229.0,53.550341,10.000654
527,2014,Hamburg,1800.0,142644.0,3173871.0,53.550341,10.000654
528,2015,Hamburg,1816.0,149161.0,3201905.0,53.550341,10.000654
529,2016,Hamburg,1849.0,151759.0,3243171.0,53.550341,10.000654
530,2017,Hamburg,1881.0,157840.0,3282164.0,53.550341,10.000654
531,2018,Hamburg,1870.4967318204763,154076.73861523316,3309215.0,53.550341,10.000654
532,2000,München,1520.0,114553.0,2410083.0,48.1371079,11.5753822
533,2001,München,1551.0,120348.0,2446014.0,48.1371079,11.5753822
534,2002,München,1502.0,122440.0,2483013.0,48.1371079,11.5753822
535,2003,München,1531.0,120382.0,2501593.0,48.1371079,11.5753822
536,2004,München,1533.0,124873.0,2521332.0,48.1371079,11.5753822
537,2005,München,1545.0,126908.0,2531706.0,48.1371079,11.5753822
538,2006,München,1551.0,131250.0,2551737.0,48.1371079,11.5753822
539,2007,München,1586.0,139235.0,2593707.0,48.1371079,11.5753822
540,2008,München,1613.0,136575.0,2623249.0,48.1371079,11.5753822
541,2009,München,1623.0,134088.0,2644807.0,48.1371079,11.5753822
542,2010,München,1640.0,137177.0,2654726.0,48.1371079,11.5753822
543,2011,München,1669.0,147566.0,2649862.0,48.1371079,11.5753822
544,2012,München,1704.0,152539.0,2690153.0,48.1371079,11.5753822
545,2013,München,1747.0,157344.0,2730606.0,48.1371079,11.5753822
546,2014,München,1778.0,163698.0,2768488.0,48.1371079,11.5753822
547,2015,München,1813.0,171804.0,2804001.0,48.1371079,11.5753822
548,2016,München,1850.0,180032.0,2848906.0,48.1371079,11.5753822
549,2017,München,1889.0,189161.0,2879107.0,48.1371079,11.5753822
550,2018,München,1855.9542468573018,180289.79731682723,2883373.0,48.1371079,11.5753822
551,2000,Köln,985.0,64392.0,1851563.0,50.938361,6.959974
552,2001,Köln,993.0,66568.0,1854892.0,50.938361,6.959974
553,2002,Köln,1001.0,66891.0,1863724.0,50.938361,6.959974
554,2003,Köln,980.0,67351.0,1867887.0,50.938361,6.959974
555,2004,Köln,985.0,68812.0,1868077.0,50.938361,6.959974
556,2005,Köln,984.0,68210.0,1873580.0,50.938361,6.959974
557,2006,Köln,995.0,71403.0,1886528.0,50.938361,6.959974
558,2007,Köln,1013.0,75337.0,1892907.0,50.938361,6.959974
559,2008,Köln,1033.0,73300.0,1899296.0,50.938361,6.959974
560,2009,Köln,1038.0,72475.0,1898438.0,50.938361,6.959974
561,2010,Köln,1044.0,74607.0,1899930.0,50.938361,6.959974
562,2011,Köln,1064.0,77385.0,1891238.0,50.938361,6.959974
563,2012,Köln,1080.0,79147.0,1903646.0,50.938361,6.959974
564,2013,Köln,1098.0,81058.0,1917088.0,50.938361,6.959974
565,2014,Köln,1107.0,85595.0,1930036.0,50.938361,6.959974
566,2015,Köln,1125.0,91880.0,1947165.0,50.938361,6.959974
567,2016,Köln,1142.0,93639.0,1973455.0,50.938361,6.959974
568,2017,Köln,1160.0,96636.0,1987901.0,50.938361,6.959974
569,2018,Köln,1147.4248367251616,92973.62094123669,1994524.0,50.938361,6.959974
570,2000,Frankfurt am Main,1444.0,105046.0,2481064.0,50.1106444,8.6820917
571,2001,Frankfurt am Main,1455.0,109018.0,2494485.0,50.1106444,8.6820917
572,2002,Frankfurt am Main,1449.0,108478.0,2499151.0,50.1106444,8.6820917
573,2003,Frankfurt am Main,1427.0,111876.0,2509839.0,50.1106444,8.6820917
574,2004,Frankfurt am Main,1427.0,112588.0,2509130.0,50.1106444,8.6820917
575,2005,Frankfurt am Main,1425.0,113174.0,2517561.0,50.1106444,8.6820917
576,2006,Frankfurt am Main,1431.0,117441.0,2520936.0,50.1106444,8.6820917
577,2007,Frankfurt am Main,1448.0,121362.0,2517539.0,50.1106444,8.6820917
578,2008,Frankfurt am Main,1470.0,122669.0,2525635.0,50.1106444,8.6820917
579,2009,Frankfurt am Main,1478.0,117325.0,2531970.0,50.1106444,8.6820917
580,2010,Frankfurt am Main,1475.0,120376.0,2539597.0,50.1106444,8.6820917
581,2011,Frankfurt am Main,1487.0,125321.0,2503708.0,50.1106444,8.6820917
582,2012,Frankfurt am Main,1505.0,125877.0,2524900.0,50.1106444,8.6820917
583,2013,Frankfurt am Main,1513.0,128998.0,2547153.0,50.1106444,8.6820917
584,2014,Frankfurt am Main,1536.0,134572.0,2573745.0,50.1106444,8.6820917
585,2015,Frankfurt am Main,1559.0,138624.0,2606836.0,50.1106444,8.6820917
586,2016,Frankfurt am Main,1584.0,143329.0,2649983.0,50.1106444,8.6820917
587,2017,Frankfurt am Main,1618.0,146913.0,2671358.0,50.1106444,8.6820917
588,2018,Frankfurt am Main,1575.4967320045437,143326.07855015312,2693115.0,50.1106444,8.6820917
589,2000,Stuttgart,1455.0,93095.0,2601109.0,48.7784485,9.1800132
590,2001,Stuttgart,1469.0,99470.0,2613379.0,48.7784485,9.1800132
591,2002,Stuttgart,1473.0,99592.0,2634161.0,48.7784485,9.1800132
592,2003,Stuttgart,1465.0,101632.0,2649604.0,48.7784485,9.1800132
593,2004,Stuttgart,1467.0,100842.0,2657426.0,48.7784485,9.1800132
594,2005,Stuttgart,1463.0,98782.0,2663660.0,48.7784485,9.1800132
595,2006,Stuttgart,1467.0,106595.0,2667766.0,48.7784485,9.1800132
596,2007,Stuttgart,1480.0,113626.0,2668833.0,48.7784485,9.1800132
597,2008,Stuttgart,1504.0,111446.0,2672518.0,48.7784485,9.1800132
598,2009,Stuttgart,1486.0,101497.0,2674527.0,48.7784485,9.1800132
599,2010,Stuttgart,1476.0,113277.0,2673463.0,48.7784485,9.1800132
600,2011,Stuttgart,1495.0,119772.0,2613329.0,48.7784485,9.1800132
601,2012,Stuttgart,1522.0,122308.0,2626864.0,48.7784485,9.1800132
602,2013,Stuttgart,1547.0,125467.0,2647134.0,48.7784485,9.1800132
603,2014,Stuttgart,1571.0,131093.0,2668439.0,48.7784485,9.1800132
604,2015,Stuttgart,1592.0,140632.0,2694009.0,48.7784485,9.1800132
605,2016,Stuttgart,1613.0,142578.0,2735425.0,48.7784485,9.1800132
606,2017,Stuttgart,1637.0,147933.0,2757930.0,48.7784485,9.1800132
607,2018,Stuttgart,1600.4052288356916,143192.1176802906,2778591.0,48.7784485,9.1800132
646,2000,Düsseldorf,882.0,58892.0,1518575.0,51.2254018,6.7763137
647,2001,Düsseldorf,884.0,62991.0,1520928.0,51.2254018,6.7763137
648,2002,Düsseldorf,880.0,62920.0,1525471.0,51.2254018,6.7763137
649,2003,Düsseldorf,869.0,63494.0,1527082.0,51.2254018,6.7763137
650,2004,Düsseldorf,875.0,65646.0,1525983.0,51.2254018,6.7763137
651,2005,Düsseldorf,881.0,66359.0,1525029.0,51.2254018,6.7763137
652,2006,Düsseldorf,888.0,68212.0,1524741.0,51.2254018,6.7763137
