,TIME,METROREG,employed_persons,gdp,population,latitude,longitude
5025,2009,Leeds,841.0,46139.21,1662370.0,53.7974185,-1.5437941
5026,2010,Leeds,844.0,48212.06,1668514.0,53.7974185,-1.5437941
5027,2011,Leeds,846.0,49316.68,1675301.0,53.7974185,-1.5437941
5028,2012,Leeds,857.0,53697.55,1683644.0,53.7974185,-1.5437941
5029,2013,Leeds,861.0,52944.53,1692180.0,53.7974185,-1.5437941
5030,2014,Leeds,873.0,57043.84,1698630.0,53.7974185,-1.5437941
5031,2015,Leeds,903.0,66064.89,1707499.0,53.7974185,-1.5437941
5032,2016,Leeds,920.0,60088.47,1720393.0,53.7974185,-1.5437941
5033,2017,Leeds,925.0,58655.0,1732477.0,53.7974185,-1.5437941
5034,2018,Leeds,961.0,60980.48,1741298.0,53.7974185,-1.5437941
5062,2008,Bradford,201.0,10716.77,504357.0,53.7944229,-1.7519186
5063,2009,Bradford,203.0,9507.7,509868.0,53.7944229,-1.7519186
5064,2010,Bradford,203.0,9983.17,515209.0,53.7944229,-1.7519186
5065,2011,Bradford,206.0,10294.75,520568.0,53.7944229,-1.7519186
5066,2012,Bradford,200.0,11502.38,523748.0,53.7944229,-1.7519186
5067,2013,Bradford,201.0,11268.08,525144.0,53.7944229,-1.7519186
5068,2014,Bradford,199.0,11799.44,526739.0,53.7944229,-1.7519186
5069,2015,Bradford,205.0,13679.57,528708.0,53.7944229,-1.7519186
5070,2016,Bradford,206.0,12624.91,531191.0,53.7944229,-1.7519186
5071,2017,Bradford,210.0,12317.84,533670.0,53.7944229,-1.7519186
5072,2018,Bradford,210.0,12041.17,535328.0,53.7944229,-1.7519186
5073,2000,Liverpool,667.0,36974.1,1672892.0431924115,53.407154,-2.991665
5074,2001,Liverpool,694.0,38139.85,1677995.991814582,53.407154,-2.991665
5075,2002,Liverpool,715.0,40089.79,1695299.0,53.407154,-2.991665
5076,2003,Liverpool,683.0,39355.68,1695824.0,53.407154,-2.991665
5077,2004,Liverpool,693.0,42034.1,1697899.0,53.407154,-2.991665
5078,2005,Liverpool,703.0,43215.05,1700630.0,53.407154,-2.991665
5079,2006,Liverpool,702.0,46622.0,1702767.0,53.407154,-2.991665
5080,2007,Liverpool,705.0,46996.72,1704115.0,53.407154,-2.991665
5081,2008,Liverpool,704.0,41645.5,1706215.0,53.407154,-2.991665
5082,2009,Liverpool,696.0,37768.19,1709737.0,53.407154,-2.991665
5083,2010,Liverpool,696.0,40189.02,1714791.0,53.407154,-2.991665
5084,2011,Liverpool,700.0,40301.19,1721286.0,53.407154,-2.991665
5085,2012,Liverpool,700.0,42874.13,1728462.0,53.407154,-2.991665
5086,2013,Liverpool,697.0,41694.92,1734128.0,53.407154,-2.991665
5087,2014,Liverpool,713.0,46251.68,1739776.0,53.407154,-2.991665
5088,2015,Liverpool,716.0,53457.56,1748610.0,53.407154,-2.991665
5089,2016,Liverpool,725.0,48678.26,1759735.0,53.407154,-2.991665
5090,2017,Liverpool,731.0,47270.02,1769959.0,53.407154,-2.991665
5091,2018,Liverpool,749.0,48544.37,1777603.0,53.407154,-2.991665
5111,2000,Manchester,1511.0,87902.72,3283041.2799024223,53.4794892,-2.2451148
5112,2001,Manchester,1512.0,91954.9,3305636.287206284,53.4794892,-2.2451148
5113,2002,Manchester,1505.0,95367.89,3341045.0,53.4794892,-2.2451148
5114,2003,Manchester,1558.0,89740.98,3356293.0,53.4794892,-2.2451148
5115,2004,Manchester,1583.0,96715.46,3373632.0,53.4794892,-2.2451148
5116,2005,Manchester,1585.0,101889.53,3390642.0,53.4794892,-2.2451148
5117,2006,Manchester,1571.0,107913.63,3411816.0,53.4794892,-2.2451148
5118,2007,Manchester,1588.0,112283.46,3434429.0,53.4794892,-2.2451148
5119,2008,Manchester,1596.0,96879.9,3459062.0,53.4794892,-2.2451148
5120,2009,Manchester,1580.0,85966.24,3484135.0,53.4794892,-2.2451148
5121,2010,Manchester,1586.0,92176.32,3508359.0,53.4794892,-2.2451148
5122,2011,Manchester,1579.0,93021.92,3534565.0,53.4794892,-2.2451148
5123,2012,Manchester,1588.0,104020.97,3557856.0,53.4794892,-2.2451148
5124,2013,Manchester,1608.0,104023.58,3575439.0,53.4794892,-2.2451148
5125,2014,Manchester,1643.0,113610.49,3593600.0,53.4794892,-2.2451148
5126,2015,Manchester,1656.0,129674.74,3617395.0,53.4794892,-2.2451148
5127,2016,Manchester,1689.0,120898.65,3646149.0,53.4794892,-2.2451148
5128,2017,Manchester,1735.0,118699.69,3673365.0,53.4794892,-2.2451148
5129,2018,Manchester,1785.0,121328.55,3695071.0,53.4794892,-2.2451148
5130,2000,Cardiff,438.0,23122.08,1049756.0,51.4816546,-3.1791934
5131,2001,Cardiff,446.0,23416.2,1049021.0,51.4816546,-3.1791934
5132,2002,Cardiff,456.0,24479.09,1049464.0,51.4816546,-3.1791934
5133,2003,Cardiff,449.0,23569.75,1052414.0,51.4816546,-3.1791934
5134,2004,Cardiff,464.0,25215.86,1057525.0,51.4816546,-3.1791934
5135,2005,Cardiff,470.0,26287.58,1064049.0,51.4816546,-3.1791934
5136,2006,Cardiff,472.0,27982.98,1069733.0,51.4816546,-3.1791934
5137,2007,Cardiff,468.0,29149.78,1076446.0,51.4816546,-3.1791934
5138,2008,Cardiff,467.0,25065.03,1084137.0,51.4816546,-3.1791934
5139,2009,Cardiff,450.0,22362.57,1091492.0,51.4816546,-3.1791934
5140,2010,Cardiff,454.0,23707.91,1097323.0,51.4816546,-3.1791934
5141,2011,Cardiff,447.0,24937.17,1102428.0,51.4816546,-3.1791934
5142,2012,Cardiff,453.0,27424.93,1107784.0,51.4816546,-3.1791934
5143,2013,Cardiff,459.0,27445.24,1112793.0,51.4816546,-3.1791934
5144,2014,Cardiff,464.0,29649.55,1117516.0,51.4816546,-3.1791934
5145,2015,Cardiff,471.0,34049.07,1121732.0,51.4816546,-3.1791934
5146,2016,Cardiff,475.0,31345.21,1126766.0,51.4816546,-3.1791934
5147,2017,Cardiff,478.0,30432.47,1132565.0,51.4816546,-3.1791934
5148,2018,Cardiff,476.0,30797.55,1135795.0,51.4816546,-3.1791934
5149,2000,Sheffield,240.0,12269.2,515454.0,53.3806626,-1.4702278
5150,2001,Sheffield,245.0,12992.31,513838.0,53.3806626,-1.4702278
5151,2002,Sheffield,244.0,13827.48,513659.0,53.3806626,-1.4702278
5152,2003,Sheffield,245.0,13488.84,514790.0,53.3806626,-1.4702278
5153,2004,Sheffield,255.0,14536.9,517497.0,53.3806626,-1.4702278
5154,2005,Sheffield,260.0,15068.1,522694.0,53.3806626,-1.4702278
5155,2006,Sheffield,261.0,16006.32,526684.0,53.3806626,-1.4702278
5156,2007,Sheffield,260.0,17077.62,528782.0,53.3806626,-1.4702278
5157,2008,Sheffield,260.0,14278.85,531977.0,53.3806626,-1.4702278
5158,2009,Sheffield,256.0,12758.71,536233.0,53.3806626,-1.4702278
5159,2010,Sheffield,253.0,13626.36,541506.0,53.3806626,-1.4702278
5160,2011,Sheffield,252.0,13975.04,548206.0,53.3806626,-1.4702278
5161,2012,Sheffield,256.0,15249.1,554508.0,53.3806626,-1.4702278
5162,2013,Sheffield,256.0,14984.52,558762.0,53.3806626,-1.4702278
5163,2014,Sheffield,262.0,16084.58,561870.0,53.3806626,-1.4702278
5164,2015,Sheffield,262.0,18229.64,566367.0,53.3806626,-1.4702278
5165,2016,Sheffield,267.0,16404.57,571647.0,53.3806626,-1.4702278
5166,2017,Sheffield,270.0,15778.0,575936.0,53.3806626,-1.4702278
5167,2018,Sheffield,275.0,16050.23,580108.0,53.3806626,-1.4702278
5168,2000,Bristol,535.0,31929.19,988949.0,51.4538022,-2.5972985
5169,2001,Bristol,541.0,33543.19,992752.0,51.4538022,-2.5972985
5170,2002,Bristol,563.0,34779.01,995566.0,51.4538022,-2.5972985
5171,2003,Bristol,567.0,33101.66,999710.0,51.4538022,-2.5972985
5172,2004,Bristol,572.0,35363.83,1006351.0,51.4538022,-2.5972985
5173,2005,Bristol,573.0,36313.5,1017505.0,51.4538022,-2.5972985
5174,2006,Bristol,565.0,37919.55,1028275.0,51.4538022,-2.5972985
5175,2007,Bristol,568.0,40285.45,1036316.0,51.4538022,-2.5972985
5176,2008,Bristol,580.0,35765.14,1043966.0,51.4538022,-2.5972985
5177,2009,Bristol,575.0,31994.78,1050510.0,51.4538022,-2.5972985
5178,2010,Bristol,580.0,34619.36,1057778.0,51.4538022,-2.5972985
5179,2011,Bristol,588.0,35074.43,1065956.0,51.4538022,-2.5972985
5180,2012,Bristol,579.0,38224.88,1075509.0,51.4538022,-2.5972985
5181,2013,Bristol,592.0,37711.97,1086930.0,51.4538022,-2.5972985
5182,2014,Bristol,614.0,43015.57,1098640.0,51.4538022,-2.5972985
5183,2015,Bristol,623.0,47830.61,1111554.0,51.4538022,-2.5972985
5184,2016,Bristol,623.0,45061.56,1125101.0,51.4538022,-2.5972985
5185,2017,Bristol,635.0,43337.68,1135581.0,51.4538022,-2.5972985
5186,2018,Bristol,657.0,44796.9,1147017.0,51.4538022,-2.5972985
5206,2000,Newcastle upon Tyne,466.0,24906.2,1113067.0,54.9738474,-1.6131572
5207,2001,Newcastle upon Tyne,457.0,25786.08,1110141.0,54.9738474,-1.6131572
5208,2002,Newcastle upon Tyne,480.0,27672.63,1110822.0,54.9738474,-1.6131572
5209,2003,Newcastle upon Tyne,480.0,26317.92,1112358.0,54.9738474,-1.6131572
5210,2004,Newcastle upon Tyne,496.0,29132.8,1112763.0,54.9738474,-1.6131572
5211,2005,Newcastle upon Tyne,515.0,30456.11,1114891.0,54.9738474,-1.6131572
5212,2006,Newcastle upon Tyne,513.0,32206.38,1118242.0,54.9738474,-1.6131572
5213,2007,Newcastle upon Tyne,509.0,32600.37,1122057.0,54.9738474,-1.6131572
5214,2008,Newcastle upon Tyne,514.0,28325.87,1126512.0,54.9738474,-1.6131572
5215,2009,Newcastle upon Tyne,517.0,24608.81,1130678.0,54.9738474,-1.6131572
5216,2010,Newcastle upon Tyne,511.0,26575.6,1136232.0,54.9738474,-1.6131572
5217,2011,Newcastle upon Tyne,505.0,27437.6,1142333.0,54.9738474,-1.6131572
5218,2012,Newcastle upon Tyne,506.0,30168.38,1146768.0,54.9738474,-1.6131572
5219,2013,Newcastle upon Tyne,507.0,28236.81,1150696.0,54.9738474,-1.6131572
5220,2014,Newcastle upon Tyne,507.0,30669.36,1155175.0,54.9738474,-1.6131572
5221,2015,Newcastle upon Tyne,520.0,35159.93,1158825.0,54.9738474,-1.6131572
5222,2016,Newcastle upon Tyne,513.0,32212.06,1163402.0,54.9738474,-1.6131572
5223,2017,Newcastle upon Tyne,522.0,30793.33,1168966.0,54.9738474,-1.6131572
5224,2018,Newcastle upon Tyne,536.0,31211.54,1172580.0,54.9738474,-1.6131572
5225,2000,Leicester,548.0,32525.72,1246419.0,52.6361398,-1.1330789
5226,2001,Leicester,529.0,32727.59,1250124.0,52.6361398,-1.1330789
5227,2002,Leicester,539.0,33700.94,1256840.0,52.6361398,-1.1330789
5228,2003,Leicester,540.0,32101.6,1264814.0,52.6361398,-1.1330789
5229,2004,Leicester,560.0,34390.34,1273942.0,52.6361398,-1.1330789
5230,2005,Leicester,585.0,35657.44,1284917.0,52.6361398,-1.1330789
5231,2006,Leicester,591.0,38193.09,1295762.0,52.6361398,-1.1330789
5232,2007,Leicester,597.0,39869.96,1306537.0,52.6361398,-1.1330789
5233,2008,Leicester,594.0,35483.34,1317335.0,52.6361398,-1.1330789
5234,2009,Leicester,576.0,30843.31,1327000.0,52.6361398,-1.1330789
5235,2010,Leicester,578.0,33636.71,1336879.0,52.6361398,-1.1330789
5236,2011,Leicester,576.0,33582.18,1347733.0,52.6361398,-1.1330789
5237,2012,Leicester,583.0,37474.15,1357312.0,52.6361398,-1.1330789
5238,2013,Leicester,588.0,37040.45,1366844.0,52.6361398,-1.1330789
5239,2014,Leicester,594.0,40242.75,1378319.0,52.6361398,-1.1330789
5240,2015,Leicester,614.0,46432.37,1391277.0,52.6361398,-1.1330789
5241,2016,Leicester,625.0,42770.48,1405535.0,52.6361398,-1.1330789
5242,2017,Leicester,641.0,41080.38,1421003.0,52.6361398,-1.1330789
5243,2018,Leicester,626.0,42508.55,1432212.0,52.6361398,-1.1330789
5263,2000,Cambridge,272.0,17515.4,549475.0,52.2034823,0.1235817
5264,2001,Cambridge,274.0,18077.26,553036.0,52.2034823,0.1235817
5265,2002,Cambridge,284.0,18927.95,556812.0,52.2034823,0.1235817
5266,2003,Cambridge,277.0,17871.14,563837.0,52.2034823,0.1235817
5267,2004,Cambridge,270.0,18912.72,571612.0,52.2034823,0.1235817
5268,2005,Cambridge,285.0,19517.57,579074.0,52.2034823,0.1235817
5269,2006,Cambridge,314.0,21104.05,586293.0,52.2034823,0.1235817
5270,2007,Cambridge,307.0,21815.27,591630.0,52.2034823,0.1235817
5271,2008,Cambridge,308.0,19344.33,597591.0,52.2034823,0.1235817
5272,2009,Cambridge,302.0,17296.81,603538.0,52.2034823,0.1235817
5273,2010,Cambridge,307.0,18746.76,610573.0,52.2034823,0.1235817
5274,2011,Cambridge,306.0,19123.06,618614.0,52.2034823,0.1235817
5275,2012,Cambridge,310.0,21591.63,624114.0,52.2034823,0.1235817
5276,2013,Cambridge,316.0,21074.38,627404.0,52.2034823,0.1235817
5277,2014,Cambridge,331.0,23292.8,632047.0,52.2034823,0.1235817
5278,2015,Cambridge,339.0,27166.02,638360.0,52.2034823,0.1235817
5279,2016,Cambridge,344.0,24938.95,643068.0,52.2034823,0.1235817
5280,2017,Cambridge,350.0,24329.85,646421.0,52.2034823,0.1235817
5281,2018,Cambridge,355.0,25286.2,650190.0,52.2034823,0.1235817
5282,2000,Exeter,284.0,17293.99,696590.0,50.725562,-3.5269108
5283,2001,Exeter,301.0,17553.21,703227.0,50.725562,-3.5269108
5284,2002,Exeter,315.0,18464.92,707784.0,50.725562,-3.5269108
5285,2003,Exeter,313.0,17755.57,712039.0,50.725562,-3.5269108
5286,2004,Exeter,333.0,19546.97,716488.0,50.725562,-3.5269108
5287,2005,Exeter,333.0,20155.76,722258.0,50.725562,-3.5269108
5288,2006,Exeter,340.0,21424.79,727649.0,50.725562,-3.5269108
5289,2007,Exeter,340.0,21683.8,732998.0,50.725562,-3.5269108
5290,2008,Exeter,341.0,19047.26,738150.0,50.725562,-3.5269108
5291,2009,Exeter,354.0,16566.96,740488.0,50.725562,-3.5269108
5292,2010,Exeter,361.0,18013.98,742475.0,50.725562,-3.5269108
5293,2011,Exeter,353.0,18231.06,745841.0,50.725562,-3.5269108
5294,2012,Exeter,350.0,19888.7,750424.0,50.725562,-3.5269108
5295,2013,Exeter,355.0,19752.45,755467.0,50.725562,-3.5269108
5296,2014,Exeter,366.0,21357.53,761311.0,50.725562,-3.5269108
5297,2015,Exeter,367.0,24748.07,768497.0,50.725562,-3.5269108
5298,2016,Exeter,370.0,22716.34,775598.0,50.725562,-3.5269108
5299,2017,Exeter,369.0,22114.79,782974.0,50.725562,-3.5269108
5300,2018,Exeter,376.0,22507.66,788540.0,50.725562,-3.5269108
5301,2000,Portsmouth,304.0,16115.56,594386.2157286576,50.8036831,-1.075614
5302,2001,Portsmouth,289.0,16531.93,598777.5294499095,50.8036831,-1.075614
5303,2002,Portsmouth,292.0,17188.91,606680.0,50.8036831,-1.075614
5304,2003,Portsmouth,279.0,16076.49,608909.0,50.8036831,-1.075614
5305,2004,Portsmouth,287.0,17239.42,612477.0,50.8036831,-1.075614
5306,2005,Portsmouth,289.0,17922.9,616567.0,50.8036831,-1.075614
5307,2006,Portsmouth,286.0,18725.32,619924.0,50.8036831,-1.075614
5308,2007,Portsmouth,293.0,19663.11,622493.0,50.8036831,-1.075614
5309,2008,Portsmouth,297.0,17721.55,626061.0,50.8036831,-1.075614
5310,2009,Portsmouth,289.0,15363.71,630936.0,50.8036831,-1.075614
5311,2010,Portsmouth,290.0,16910.93,637136.0,50.8036831,-1.075614
5312,2011,Portsmouth,292.0,17234.5,643701.0,50.8036831,-1.075614
5313,2012,Portsmouth,301.0,19597.52,648695.0,50.8036831,-1.075614
5314,2013,Portsmouth,297.0,19393.6,652099.0,50.8036831,-1.075614
5315,2014,Portsmouth,296.0,21965.51,655868.0,50.8036831,-1.075614
5316,2015,Portsmouth,300.0,24116.16,660394.0,50.8036831,-1.075614
5317,2016,Portsmouth,307.0,21748.14,665306.0,50.8036831,-1.075614
5318,2017,Portsmouth,307.0,20613.77,670021.0,50.8036831,-1.075614
5319,2018,Portsmouth,302.0,20854.26,673822.0,50.8036831,-1.075614
5320,2000,Coventry,371.0,25339.87,804331.0,52.4081812,-1.510477
5321,2001,Coventry,375.0,25476.66,806627.0,52.4081812,-1.510477
5322,2002,Coventry,382.0,26046.7,810498.0,52.4081812,-1.510477
5323,2003,Coventry,383.0,25072.25,813853.0,52.4081812,-1.510477
5324,2004,Coventry,390.0,26640.06,816259.0,52.4081812,-1.510477
5325,2005,Coventry,402.0,27840.02,819424.0,52.4081812,-1.510477
5326,2006,Coventry,410.0,29236.64,825607.0,52.4081812,-1.510477
5327,2007,Coventry,411.0,29894.76,832511.0,52.4081812,-1.510477
5328,2008,Coventry,422.0,26232.49,840197.0,52.4081812,-1.510477
5329,2009,Coventry,417.0,22649.82,847037.0,52.4081812,-1.510477
5330,2010,Coventry,415.0,24882.18,852690.0,52.4081812,-1.510477
5331,2011,Coventry,424.0,26273.22,859648.0,52.4081812,-1.510477
5332,2012,Coventry,427.0,29529.44,867156.0,52.4081812,-1.510477
5333,2013,Coventry,434.0,30132.64,874395.0,52.4081812,-1.510477
5334,2014,Coventry,449.0,33913.82,882744.0,52.4081812,-1.510477
5335,2015,Coventry,457.0,40054.55,893489.0,52.4081812,-1.510477
5336,2016,Coventry,465.0,36796.96,905829.0,52.4081812,-1.510477
5337,2017,Coventry,473.0,36004.04,918447.0,52.4081812,-1.510477
5338,2018,Coventry,488.0,36964.17,927389.0,52.4081812,-1.510477
5339,2000,Kingston upon Hull,217.0,13405.54,564407.0,53.7435722,-0.3394758
5340,2001,Kingston upon Hull,232.0,13800.75,564282.0,53.7435722,-0.3394758
5341,2002,Kingston upon Hull,235.0,14704.07,566411.0,53.7435722,-0.3394758
5342,2003,Kingston upon Hull,244.0,14320.35,570260.0,53.7435722,-0.3394758
5343,2004,Kingston upon Hull,251.0,15323.56,575290.0,53.7435722,-0.3394758
5344,2005,Kingston upon Hull,244.0,15665.69,580256.0,53.7435722,-0.3394758
5345,2006,Kingston upon Hull,241.0,16927.85,583225.0,53.7435722,-0.3394758
5346,2007,Kingston upon Hull,239.0,17249.66,585331.0,53.7435722,-0.3394758
5347,2008,Kingston upon Hull,241.0,15535.16,587892.0,53.7435722,-0.3394758
5348,2009,Kingston upon Hull,248.0,13711.7,588992.0,53.7435722,-0.3394758
5349,2010,Kingston upon Hull,250.0,13802.43,589268.0,53.7435722,-0.3394758
5350,2011,Kingston upon Hull,244.0,13630.37,590243.0,53.7435722,-0.3394758
5351,2012,Kingston upon Hull,244.0,14917.9,591872.0,53.7435722,-0.3394758
5352,2013,Kingston upon Hull,245.0,14472.64,593096.0,53.7435722,-0.3394758
5353,2014,Kingston upon Hull,248.0,15696.41,593957.0,53.7435722,-0.3394758
5354,2015,Kingston upon Hull,257.0,18246.64,595002.0,53.7435722,-0.3394758
5355,2016,Kingston upon Hull,263.0,16351.17,596578.0,53.7435722,-0.3394758
5356,2017,Kingston upon Hull,267.0,16086.4,598282.0,53.7435722,-0.3394758
5357,2018,Kingston upon Hull,269.0,16554.39,599640.0,53.7435722,-0.3394758
5358,2000,Stoke-on-Trent,449.0,23833.9,1047138.0,53.0162014,-2.1812607
5359,2001,Stoke-on-Trent,435.0,24042.21,1047030.0,53.0162014,-2.1812607
5360,2002,Stoke-on-Trent,448.0,25163.05,1048897.0,53.0162014,-2.1812607
5361,2003,Stoke-on-Trent,449.0,24012.8,1052726.0,53.0162014,-2.1812607
5362,2004,Stoke-on-Trent,450.0,26010.73,1057505.0,53.0162014,-2.1812607
5363,2005,Stoke-on-Trent,444.0,26826.71,1061954.0,53.0162014,-2.1812607
5364,2006,Stoke-on-Trent,456.0,27976.46,1067320.0,53.0162014,-2.1812607
5365,2007,Stoke-on-Trent,453.0,28412.92,1073629.0,53.0162014,-2.1812607
5366,2008,Stoke-on-Trent,455.0,25378.76,1080253.0,53.0162014,-2.1812607
5367,2009,Stoke-on-Trent,450.0,21645.05,1085413.0,53.0162014,-2.1812607
5368,2010,Stoke-on-Trent,449.0,23562.92,1089925.0,53.0162014,-2.1812607
5369,2011,Stoke-on-Trent,447.0,24360.14,1095481.0,53.0162014,-2.1812607
5370,2012,Stoke-on-Trent,457.0,26854.98,1100030.0,53.0162014,-2.1812607
5371,2013,Stoke-on-Trent,462.0,26635.19,1104450.0,53.0162014,-2.1812607
5372,2014,Stoke-on-Trent,470.0,28909.39,1108934.0,53.0162014,-2.1812607
5373,2015,Stoke-on-Trent,488.0,33608.73,1112339.0,53.0162014,-2.1812607
5374,2016,Stoke-on-Trent,485.0,30418.09,1116954.0,53.0162014,-2.1812607
5375,2017,Stoke-on-Trent,492.0,29173.3,1123072.0,53.0162014,-2.1812607
5376,2018,Stoke-on-Trent,507.0,30029.27,1126654.0,53.0162014,-2.1812607
5396,2000,Kirklees,244.0,12208.81,575028.7648959913,53.64226345,-1.7809432689150708
5397,2001,Kirklees,240.0,12337.68,579291.8237005098,53.64226345,-1.7809432689150708
5398,2002,Kirklees,238.0,12523.2,583363.0,53.64226345,-1.7809432689150708
5399,2003,Kirklees,238.0,12028.07,586907.0,53.64226345,-1.7809432689150708
5400,2004,Kirklees,252.0,12953.74,590503.0,53.64226345,-1.7809432689150708
5401,2005,Kirklees,249.0,13686.17,594766.0,53.64226345,-1.7809432689150708
5402,2006,Kirklees,250.0,14324.44,599534.0,53.64226345,-1.7809432689150708
5403,2007,Kirklees,249.0,15050.44,604655.0,53.64226345,-1.7809432689150708
5404,2008,Kirklees,244.0,12715.76,610021.0,53.64226345,-1.7809432689150708
5405,2009,Kirklees,248.0,11162.17,614834.0,53.64226345,-1.7809432689150708
5406,2010,Kirklees,249.0,11764.63,619144.0,53.64226345,-1.7809432689150708
5407,2011,Kirklees,255.0,11965.14,624279.0,53.64226345,-1.7809432689150708
5408,2012,Kirklees,252.0,13227.39,628835.0,53.64226345,-1.7809432689150708
5409,2013,Kirklees,251.0,13217.99,632260.0,53.64226345,-1.7809432689150708
5410,2014,Kirklees,260.0,15028.6,635531.0,53.64226345,-1.7809432689150708
5411,2015,Kirklees,268.0,17525.12,638869.0,53.64226345,-1.7809432689150708
5412,2016,Kirklees,268.0,16032.08,642500.0,53.64226345,-1.7809432689150708
5413,2017,Kirklees,260.0,15406.9,645456.0,53.64226345,-1.7809432689150708
5414,2018,Kirklees,266.0,15511.8,648752.0,53.64226345,-1.7809432689150708
5415,2000,Doncaster,282.0,13868.49,752677.0,53.5227681,-1.1335312
5416,2001,Doncaster,274.0,14230.01,752568.0,53.5227681,-1.1335312
5417,2002,Doncaster,286.0,14926.75,755273.0,53.5227681,-1.1335312
5418,2003,Doncaster,291.0,14299.48,759178.0,53.5227681,-1.1335312
5419,2004,Doncaster,305.0,15382.56,762527.0,53.5227681,-1.1335312
5420,2005,Doncaster,305.0,15722.53,765669.0,53.5227681,-1.1335312
5421,2006,Doncaster,308.0,16716.19,769790.0,53.5227681,-1.1335312
5422,2007,Doncaster,307.0,17812.85,774248.0,53.5227681,-1.1335312
5423,2008,Doncaster,303.0,15157.57,778929.0,53.5227681,-1.1335312
5424,2009,Doncaster,298.0,13045.96,783475.0,53.5227681,-1.1335312
5425,2010,Doncaster,297.0,14167.53,786899.0,53.5227681,-1.1335312
5426,2011,Doncaster,297.0,14333.9,790167.0,53.5227681,-1.1335312
5427,2012,Doncaster,293.0,15973.61,793588.0,53.5227681,-1.1335312
5428,2013,Doncaster,299.0,15729.92,796703.0,53.5227681,-1.1335312
5429,2014,Doncaster,306.0,17321.43,800470.0,53.5227681,-1.1335312
5430,2015,Doncaster,316.0,20316.96,804450.0,53.5227681,-1.1335312
5431,2016,Doncaster,322.0,18554.6,808811.0,53.5227681,-1.1335312
5432,2017,Doncaster,317.0,18179.89,813490.0,53.5227681,-1.1335312
5433,2018,Doncaster,325.0,18639.56,817158.0,53.5227681,-1.1335312
5516,2006,Swansea,220.0,12875.39,501561.0,51.6195955,-3.9459248
5517,2007,Swansea,218.0,13162.85,505307.0,51.6195955,-3.9459248
5518,2008,Swansea,221.0,11520.53,509043.0,51.6195955,-3.9459248
5519,2009,Swansea,213.0,10060.01,511822.0,51.6195955,-3.9459248
5520,2010,Swansea,215.0,10999.48,514140.0,51.6195955,-3.9459248
5521,2011,Swansea,212.0,11284.85,516660.0,51.6195955,-3.9459248
5522,2012,Swansea,213.0,12364.88,518635.0,51.6195955,-3.9459248
5523,2013,Swansea,213.0,12497.65,519949.0,51.6195955,-3.9459248
5524,2014,Swansea,222.0,13960.09,521652.0,51.6195955,-3.9459248
5525,2015,Swansea,227.0,15303.38,524170.0,51.6195955,-3.9459248
5526,2016,Swansea,226.0,14171.01,527584.0,51.6195955,-3.9459248
5527,2017,Swansea,222.0,13866.21,530745.0,51.6195955,-3.9459248
5528,2018,Swansea,222.0,14401.91,530718.0,51.6195955,-3.9459248
5548,2000,Southampton,355.0,22177.87,701829.3774485558,50.9025349,-1.404189
5549,2001,Southampton,355.0,22622.07,707234.5808801708,50.9025349,-1.404189
5550,2002,Southampton,364.0,23482.32,717286.0,50.9025349,-1.404189
5551,2003,Southampton,357.0,22405.95,720759.0,50.9025349,-1.404189
5552,2004,Southampton,373.0,24347.26,724588.0,50.9025349,-1.404189
5553,2005,Southampton,378.0,25374.95,729457.0,50.9025349,-1.404189
5554,2006,Southampton,373.0,26240.85,733801.0,50.9025349,-1.404189
5555,2007,Southampton,376.0,27971.46,737562.0,50.9025349,-1.404189
5556,2008,Southampton,373.0,24480.61,742202.0,50.9025349,-1.404189
5557,2009,Southampton,365.0,21816.42,747023.0,50.9025349,-1.404189
5558,2010,Southampton,379.0,23820.55,752948.0,50.9025349,-1.404189
5559,2011,Southampton,375.0,24765.48,759282.0,50.9025349,-1.404189
5560,2012,Southampton,381.0,26668.68,765071.0,50.9025349,-1.404189
5561,2013,Southampton,380.0,25897.71,770645.0,50.9025349,-1.404189
5562,2014,Southampton,395.0,28256.88,776252.0,50.9025349,-1.404189
5563,2015,Southampton,401.0,33000.0,783177.0,50.9025349,-1.404189
5564,2016,Southampton,401.0,30185.29,790877.0,50.9025349,-1.404189
5565,2017,Southampton,395.0,29146.43,796892.0,50.9025349,-1.404189
5566,2018,Southampton,393.0,29473.05,802162.0,50.9025349,-1.404189
5643,2000,Middlesbrough,212.0,11974.59,553430.0,54.5760419,-1.2344047
5644,2001,Middlesbrough,205.0,11806.47,554056.0,54.5760419,-1.2344047
5645,2002,Middlesbrough,220.0,12348.23,553920.0,54.5760419,-1.2344047
5646,2003,Middlesbrough,224.0,12045.73,553479.0,54.5760419,-1.2344047
5647,2004,Middlesbrough,227.0,13004.55,553243.0,54.5760419,-1.2344047
5648,2005,Middlesbrough,226.0,13337.03,553252.0,54.5760419,-1.2344047
5649,2006,Middlesbrough,233.0,14257.69,553628.0,54.5760419,-1.2344047
5650,2007,Middlesbrough,231.0,14729.08,553907.0,54.5760419,-1.2344047
5651,2008,Middlesbrough,227.0,13046.14,554392.0,54.5760419,-1.2344047
5652,2009,Middlesbrough,228.0,11841.48,554703.0,54.5760419,-1.2344047
5653,2010,Middlesbrough,224.0,12379.6,555151.0,54.5760419,-1.2344047
5654,2011,Middlesbrough,219.0,12427.28,556551.0,54.5760419,-1.2344047
